Current and historic data are continuously added to St. Johns River Water Management District's database; 
subsequent reviews may reflect additions or revisions to the data. SJRWMD provides no warranty as to the 
accuracy reliability or completeness of these data. Further information can be obtained by 
contacting St. Johns River Water Management District.


Station,Point_Location_Description,Parameter,Unit_of_Measure,STORET_Number,Sample_Collection_Date_and_Time,Measured_Value,Data_Qualifier_Code,Sample_Type,MDL,PQL,Method_Description,Matrix,Major_Class_Description,Minor_Class_Description,Sample_Collection_Organization,Vendor_name,Sample_Comments,Analyte_Comments
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,02/02/2009 09:45,5,QT,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,02/02/2009 09:45,2.4,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,03/11/2009 08:00,.4,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","Secchi on Bottom : SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,03/11/2009 08:00,5.5,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,03/11/2009 08:00,2.8,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,04/02/2009 09:50,.5,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","Secchi on Bottom : SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,04/02/2009 09:50,5,T,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,04/02/2009 09:50,2.7,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,05/04/2009 11:00,.4,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","Secchi on Bottom : SR 2-3-2011; Changed Analysis Method from NULL to DISTRICT FIELD SOP for STORET."
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,05/04/2009 11:00,5,T,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,05/04/2009 11:00,3.1,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,06/01/2009 10:00,5,T,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,06/01/2009 10:00,2.3,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,07/06/2009 09:50,5,T,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","stage rusted out.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,07/06/2009 09:50,2.1,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","stage rusted out.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,08/05/2009 07:30,5.5,,GRAB,5,5,"160.2",WATER,Ambient,None,BCI,"Columbia Analytical Services Inc. (CAPO)(CAS)","ja 8/5/2009 delivered directly from field cooling process had begun",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,08/05/2009 07:30,4.9,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","ja 8/5/2009 delivered directly from field cooling process had begun",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,09/01/2009 12:00,7,I,GRAB,5,20,"EPA 160.2",WATER,Ambient,None,BCI,"Advanced Environmental Laboratories (AEL)","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,09/01/2009 12:00,5.7,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,10/05/2009 07:30,.5,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,10/05/2009 07:30,4.2,,GRAB,1.4,2.5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","","SR 1-12-10; Dilution <>1 represents 200mL/actual sample volume filtered. The sample was not diluted."
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,10/05/2009 07:30,3.7,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,11/02/2009 08:25,.5,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","Stage is rusty cannot read","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,11/02/2009 08:25,1.7,I,GRAB,1.4,2.5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","Stage is rusty cannot read","SR 1-12-10; Dilution <>1 represents 200mL/actual sample volume filtered. The sample was not diluted."
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,11/02/2009 08:25,2.1,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","Stage is rusty cannot read",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,12/01/2009 12:20,.4,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI/21FLSJWM,"SJRWMD Field Data","Stage covered and unreadable.","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,12/01/2009 12:20,1.45,T,GRAB,1.45,2.5,"SM2540D",WATER,Ambient,None,BCI/21FLSJWM,"TestAmerica, Incorporated","Stage covered and unreadable.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,12/01/2009 12:20,1.4,I,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI/21FLSJWM,"SJRWMD Laboratory Services","Stage covered and unreadable.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,01/06/2010 08:50,1.45,T,GRAB,1.45,2.5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,01/06/2010 08:50,1.1,I,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,02/01/2010 13:40,1.5,I,GRAB,1.45,2.5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,02/01/2010 13:40,2.1,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,03/01/2010 12:45,7.5,,GRAB,1.45,2.5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,03/01/2010 12:45,1.7,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,04/01/2010 10:55,2.9,T,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,04/01/2010 10:55,2.7,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,05/03/2010 12:40,.3,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,05/03/2010 12:40,8,I,GRAB,5.8,10,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,05/03/2010 12:40,1.5,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,06/01/2010 13:10,.4,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,06/01/2010 13:10,3.5,I,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,06/01/2010 13:10,1.7,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,07/01/2010 13:15,.4,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,07/01/2010 13:15,3.5,I,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,07/01/2010 13:15,3.6,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,08/04/2010 13:00,.3,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI/DEP,"SJRWMD Field Data","","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,08/04/2010 13:00,4,I,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI/DEP,"TestAmerica, Incorporated","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,08/04/2010 13:00,5.6,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI/DEP,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,09/01/2010 12:25,.4,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,09/01/2010 12:25,2.9,T,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,09/01/2010 12:25,2.8,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,10/05/2010 13:00,.4,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,10/05/2010 13:00,2.9,T,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,10/05/2010 13:00,1.84281742572784,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,11/01/2010 11:40,.4,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI/21FLSJRWM,"SJRWMD Field Data","Rainfall for past 2 days = 0 in.","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,11/01/2010 11:40,2.9,T,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI/21FLSJRWM,"TestAmerica, Incorporated","Rainfall for past 2 days = 0 in.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,11/01/2010 11:40,1.04590034484863,I,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI/21FLSJRWM,"SJRWMD Laboratory Services","Rainfall for past 2 days = 0 in.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,12/01/2010 13:45,.3,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","Rainfall for past 2 days: 0.044 in.","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,12/01/2010 13:45,3.5,I,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","Rainfall for past 2 days: 0.044 in.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,12/01/2010 13:45,2.23210787773132,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","Rainfall for past 2 days: 0.044 in.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,01/03/2011 13:25,.4,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","Rainfall for past 2 days: 0.095 in. Stage cannot be read.","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,01/03/2011 13:25,5,,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","Rainfall for past 2 days: 0.095 in. Stage cannot be read.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,01/03/2011 13:25,2.84196066856384,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","Rainfall for past 2 days: 0.095 in. Stage cannot be read.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,02/01/2011 12:50,.4,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","Rainfall for past 2 days = 0.01-0.10 in.","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,02/01/2011 12:50,2.9,T,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","Rainfall for past 2 days = 0.01-0.10 in.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,02/01/2011 12:50,.505926549434662,I,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","Rainfall for past 2 days = 0.01-0.10 in.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,03/08/2011 10:15,.4,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","Rainfall for past 2 days = 0 in.","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,03/08/2011 10:15,3,I,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","Rainfall for past 2 days = 0 in.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,03/08/2011 10:15,.5,T,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","Rainfall for past 2 days = 0 in.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,04/04/2011 08:30,.4,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,04/04/2011 08:30,1.45,T,GRAB,1.45,2.5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,04/04/2011 08:30,.647815585136414,IQ,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,05/10/2011 09:10,.3,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","Rainfall for past 2 days: 0.043 in. Stage out of water.","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,05/10/2011 09:10,2.9,T,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","Rainfall for past 2 days: 0.043 in. Stage out of water.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,05/10/2011 09:10,.5,TQ,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","Rainfall for past 2 days: 0.043 in. Stage out of water.","1228-05/13/2011 Analyst Rerun; Samples reanalyzed out of time frame due to a MRCS failure on the previous run."
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,06/02/2011 13:00,.3,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","Rainfall for past 2 days: 0 in.","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,06/02/2011 13:00,2.9,T,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","Rainfall for past 2 days: 0 in.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,06/02/2011 13:00,1.73157024383545,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","Rainfall for past 2 days: 0 in.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,07/20/2011 13:30,.3,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","Rainfall for past 2 days: 0.039 in.","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,07/20/2011 13:30,2.9,T,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","Rainfall for past 2 days: 0.039 in.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,07/20/2011 13:30,.83031439781189,I,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","Rainfall for past 2 days: 0.039 in.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,08/09/2011 10:10,.3,L,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,BCI,"SJRWMD Field Data","Rainfall for past 2 days: 0.465 in.","Secchi on Bottom"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,08/09/2011 10:10,5,Q,GRAB,2.9,5,"SM2540D",WATER,Ambient,None,BCI,"TestAmerica, Incorporated","Rainfall for past 2 days: 0.465 in.","Analyzed out of hold due to analyst oversight"
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,08/09/2011 10:10,1.37842988967896,I,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,BCI,"SJRWMD Laboratory Services","Rainfall for past 2 days: 0.465 in.",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,12/08/2014 08:00,.3,,P00.80,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","known or possible rain in past 48 hrs",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,12/08/2014 08:00,.3,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","known or possible rain in past 48 hrs",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,12/08/2014 08:00,2,T,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","known or possible rain in past 48 hrs",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,12/08/2014 08:00,1.64457225799561,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","known or possible rain in past 48 hrs",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,01/13/2015 07:55,.3,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Field Data","know or possible rain within the last 48 hrs",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,01/13/2015 07:55,.3,,P00.20,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Field Data","know or possible rain within the last 48 hrs",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,01/13/2015 07:55,2,T,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Laboratory Services","know or possible rain within the last 48 hrs",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Turbidity",ntu,82079,01/13/2015 07:55,5.28885746002197,,GRAB,.5,1.5,"EPA180.1 R2.0 1993",WATER,Ambient,None,21FLSJWM/SJRWMD,"SJRWMD Laboratory Services","know or possible rain within the last 48 hrs",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,02/17/2015 07:55,.5,,GRAB,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","Secchi",m,78,02/17/2015 07:55,.5,,P00.60,,,"DISTRICT FIELD SOP",FIELD DATA,Ambient,None,21FLSJWM,"SJRWMD Field Data","",""
NCBMOSES,"Moses Creek on west side of US1 (upstm side)","TSS",mg/L,530,02/17/2015 07:55,2,I,GRAB,2,8,"SM 21st Ed 2540D",WATER,Ambient,None,21FLSJWM,"SJRWMD Laboratory Services","",""
