Current and historic data are continuously added to St. Johns River Water Management District's database; 
subsequent reviews may reflect additions or revisions to the data. SJRWMD provides no warranty as to the 
accuracy reliability or completeness of these data. Further information can be obtained by 
contacting St. Johns River Water Management District.


Station,Point_Location_Description,Parameter,Unit_of_Measure,STORET_Number,Sample_Collection_Date_and_Time,Measured_Value,Data_Qualifier_Code,Sample_Type,MDL,PQL,Method_Description,Matrix,Major_Class_Description,Minor_Class_Description,Sample_Collection_Organization,Vendor_name,Sample_Comments,Analyte_Comments
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,10/13/1997 11:05,49.6,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,10/13/1997 11:05,3.08,,GRAB,.33,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,11/10/1997 10:00,1.1,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,11/10/1997 10:00,14.5,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,11/10/1997 10:00,2.65,,GRAB,.33,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,12/08/1997 10:05,1,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,12/08/1997 10:05,13.5,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,12/08/1997 10:05,2.4,,GRAB,.33,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,01/12/1998 09:55,.71,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,01/12/1998 09:55,16,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,01/12/1998 09:55,3.49,,GRAB,.018,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,02/09/1998 10:00,1.13,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,02/09/1998 10:00,12,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,02/09/1998 10:00,5.79,,GRAB,.018,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,03/16/1998 10:15,.92,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,03/16/1998 10:15,12.4,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,03/16/1998 10:15,5.43,,GRAB,.018,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,04/13/1998 10:20,1,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,04/13/1998 10:20,46.3,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,04/13/1998 10:20,3.94,,GRAB,.018,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,05/11/1998 10:05,1,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,05/11/1998 10:05,10,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,05/11/1998 10:05,4.03,,GRAB,.018,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,06/08/1998 09:50,1.3,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,06/08/1998 09:50,15,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,06/08/1998 09:50,3.81,,GRAB,.018,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,07/20/1998 10:00,.6,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,07/20/1998 10:00,21.7,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,07/20/1998 10:00,7.72,,GRAB,.018,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,08/10/1998 10:15,.75,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,08/10/1998 10:15,26,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,08/10/1998 10:15,9.41,,GRAB,.018,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,09/14/1998 09:48,.7,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,09/14/1998 09:48,30.7,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,09/14/1998 09:48,5.56,,GRAB,.018,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,10/12/1998 10:45,2,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,10/12/1998 10:45,29,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,10/12/1998 10:45,13.6,,GRAB,.018,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,11/09/1998 10:40,1.5,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,11/09/1998 10:40,57.1,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,11/09/1998 10:40,5.45,,GRAB,.018,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,12/14/1998 10:25,1,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,12/14/1998 10:25,75.7,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,12/14/1998 10:25,4.26,,GRAB,.018,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,01/11/1999 10:20,1,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,01/11/1999 10:20,51.4,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,01/11/1999 10:20,3.33,,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,02/08/1999 10:35,1,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,02/08/1999 10:35,88.5,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,02/08/1999 10:35,4.22,,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,03/15/1999 09:31,2,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,03/15/1999 09:31,19.7,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,03/15/1999 09:31,3.15,,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,04/19/1999 09:31,33.6,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,04/19/1999 09:31,5.46,,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,05/24/1999 09:59,.5,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,05/24/1999 09:59,84,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,05/24/1999 09:59,17.4,,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,06/14/1999 10:12,.5,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,06/14/1999 10:12,36.3,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,06/14/1999 10:12,6.49,>,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,07/12/1999 09:41,1.5,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,07/12/1999 09:41,27.4,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,07/12/1999 09:41,8.26,>,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,08/09/1999 10:15,.7,L,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,08/09/1999 10:15,32,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,08/09/1999 10:15,10.3,,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,09/27/1999 09:22,.1,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,09/27/1999 09:22,19,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,09/27/1999 09:22,5.99,,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,10/11/1999 09:44,.5,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,10/11/1999 09:44,24,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,10/11/1999 09:44,4.09,>,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,11/08/1999 09:52,1.2,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,11/08/1999 09:52,14.3,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,11/08/1999 09:52,2.98,,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,12/13/1999 09:41,1,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,12/13/1999 09:41,9.33,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,12/13/1999 09:41,4.29,,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,01/10/2000 10:40,.7,L,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,01/10/2000 10:40,14.4,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,01/10/2000 10:40,5.8,,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,02/28/2000 09:55,1.5,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,02/28/2000 09:55,19,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,02/28/2000 09:55,1.91,,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,03/13/2000 09:45,2,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,03/13/2000 09:45,14.3,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Turbidity",ntu,82079,03/13/2000 09:45,1.26,,GRAB,1,,"EPA 180.1",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","Secchi",m,78,04/10/2000 10:00,1.5,,GRAB,,,"",FIELD DATA,Ambient,None,SJCUEL,"SJRWMD Field Data","",""
JXTR17,"Confluence of Tolomato and Guana Rivers - ICWW","TSS",mg/L,530,04/10/2000 10:00,22.3,,GRAB,.9,,"EPA 160.2",WATER,Ambient,None,SJCUEL,"St Johns Co. Utility Envir. Lab (SJCUEL)","",""
